,adult,budget,id,imdb_id,overview,popularity,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,original_language
258,FALSE,17000000,19101,tt0113670,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self- worth.",7.731725,10/05/1995,0,97,Released,Every girl everywhere is a princess.,A Little Princess,FALSE,7.4,207,en
259,FALSE,0,49980,tt0110296,"This Ken Loach docu-drama relates the story of a British woman's fight with Social Services over the care of her children. Maggie has a history of bouncing from one abusive relationship to another. She has four children, of four different fathers, who came to the attention of Social Services when they were injured in a fire. Subsequently, Maggie was found to be an ""unfit mother"" and her children were removed from her care. She finally meets the man of her dreams, a Paraguayan expatriate, and they start a family together. Unfortunately, Social Services seems unwilling to accept that her life has changed and rends them from their new children. She and Jorge together, and separately, fight Social Services, Immigration, and other government bureaucrats in a desperate battle to make their family whole again.",0.84508,18/02/1994,0,101,Released,,Ladybird Ladybird,FALSE,7.4,14,en
260,FALSE,10000000,17961,tt0109731,"Paul, an irritable and stressed-out hotel manager, begins to gradually develop paranoid delusions about his wife's infidelity...",1.948315,16/02/1994,0,100,Released,,L'Enfer,FALSE,6.6,22,fr
261,FALSE,2000000,18183,tt0103994,"Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.",4.126083,16/04/1992,21665468,105,Released,"In Tita's kitchen, ordinary spices become a recipe for passion.",Like Water for Chocolate,FALSE,6.6,70,es
262,FALSE,30000000,4476,tt0110322,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",12.199047,16/12/1994,160638883,133,Released,After the Fall from Innocence the Legend begins.,Legends of the Fall,FALSE,7.2,636,en
263,FALSE,0,11008,tt0110443,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.",9.253362,24/03/1995,0,95,Released,He's looking for a few good men... or a few guys old enough to shave.,Major Payne,FALSE,6.1,164,en
264,FALSE,0,47504,tt0110365,"The film follows the personal relationship between a father and his two sons, one of whom is a hit-man for the Russian mafia in Brooklyn.",1.861292,27/10/1994,0,98,Released,Brothers in blood. Partners in crime.,Little Odessa,FALSE,6.4,31,en
265,FALSE,0,32325,tt0107566,"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.",1.788829,08/06/1994,0,92,Released,Mothers. Warriors. Sisters. Survivors.,Mi Vida Loca,FALSE,5.7,9,en
266,FALSE,60000000,43742,tt0110391,"Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. They become romantic on board a ship sent to take them to a larger island. They agree to meet in New York three months later to see if the attraction is real. One shows up but the other doesn't. However, a chance meeting brings them together again.",3.290192,21/10/1994,0,108,Released,,Love Affair,FALSE,4.3,11,en
267,FALSE,17000000,28313,tt0113691,"Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted by a warm-hearted social worker, Margaret Lewin, and her husband, Charles. Years later, Khaila has gone through rehab and holds a steady job. After learning that her child is still alive, she challenges Margaret for the custody.",7.698526,17/03/1995,7603766,106,Released,Who decides what makes a mother?,Losing Isaiah,FALSE,6.4,28,en
268,FALSE,0,11318,tt0110428,"Nicholas Hytner’s much awarded 1994 drama, based on Alan Bennett's West End play. George III's erratic behaviour leads to a plot in Parliament to have him declared insane and removed from the throne.",4.81307,28/12/1994,0,107,Released,,The Madness of King George,FALSE,6.7,67,en
269,FALSE,45000000,3036,tt0109836,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",14.287753,04/11/1994,112006296,123,Released,Be Warned.  It's Alive,Mary Shelley's Frankenstein,FALSE,6.1,272,en
270,FALSE,0,40490,tt0113755,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.",2.558118,03/03/1995,0,96,Released,Jack wants to marry Ben's mother. But there are strings attached.,Man of the House,FALSE,5.1,40,en
271,FALSE,15000000,24070,tt0110538,The events focus around a crisis hotline business on one crazy night during the Christmas holidays.,2.899608,21/12/1994,0,97,Released,,Mixed Nuts,FALSE,5.2,37,en
272,FALSE,0,8986,tt0110516,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.",3.770115,31/08/1994,18137661,108,Released,You can't get enough of a good thing... But first you have to find it.,Milk Money,FALSE,5.6,49,en
273,FALSE,0,10510,tt0110527,"A little girl discovers dreams can come true if you really believe. Six-year-old Susan Walker has doubts about childhood's most enduring miracle - Santa Claus. Her mother told her the 'secret' about Santa a long time ago. But after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all something to believe in.",5.831622,18/11/1994,46264384,114,Released,"If you really believe, anything can happen.",Miracle on 34th Street,FALSE,6.4,199,en
274,FALSE,6,17402,tt0113808,"Gwyn Marcus has always wanted a marriage like her parents. She has just accepted the proposal of her boyfriend Matt, but she has misgivings about their future together. Her fear of commitment grows as she learns of the various affairs that her family is having. With her sister getting married and her brother already married, her mother is growing concerned about Gwyn's being the last single person in the family. But the more she thinks about marriage, the more she must search for the balance between career, marriage and family.",1.137266,27/01/1995,5,95,Released,Love is great. Marriage is a completely different affair.,Miami Rhapsody,FALSE,5.6,7,en
275,FALSE,5500000,38722,tt0113896,"Traces over three generations an immigrant family's trials, tribulations, tragedies, and triumphs. Maria and Jose, the first generation, come to Los Angeles, meet, marry, face deportation all in the 1930's. They establish their family in East L.A., and their children Chucho, Paco, Memo, Irene, Toni, and Jimmy deal with youth culture and the L.A. police in the 50's. As the second generation become adults in the 60's, the focus shifts to Jimmy, his marriage to Isabel (a Salvadorian refugee), their son, and Jimmy's journey to becoming a responsible parent.",3.121288,03/05/1995,0,128,Released,Three generations of dreams.,My Family,FALSE,7,11,en
276,FALSE,0,8438,tt0113870,"Inspired by a true story. A petty criminal sent to Alcatraz in the 1930s is caught attempting to make an escape. As punishment he is put in solitary confinement. The maximum stay is supposed to be 19 days, but Henri spends years alone, cold and in complete darkness, only to emerge a madman and soon to be a murderer. The story follows a rookie lawyer attempting to prove that Alcatraz was to blame.",9.518564,20/01/1995,17381942,122,Released,The trial that brought down Alcatraz,Murder in the First,FALSE,6.9,140,en
277,FALSE,0,11593,tt0110684,"Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis, Carl, and flirts with Carl's young wife Toby. Sully's long- forgotten son and family have moved back to town, so Sully faces unfamiliar family responsibilities. Meanwhile, Sully's landlady's banker son plots to push through a new development and evict Sully from his mother's life.",2.891269,23/12/1994,0,110,Released,In a town where nothing ever happens... everything is about to happen to Sully.,Nobody's Fool,FALSE,7,56,en
278,FALSE,31000000,1945,tt0110638,"In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets.",5.930957,23/12/1994,106683817,112,Released,Her heart. Her soul. Her language are a mystery...A mystery called Nell,Nell,FALSE,6.1,128,en
279,FALSE,0,39310,tt0113967,"New Jersey Drive is a 1995 film about black youths in Newark, New Jersey, the unofficial ""car theft capital of the world"". Their favorite pastime is that of everybody in their neighborhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.",0.629955,19/04/1995,0,98,Released,The Only Thing That Matters Is The Ride,New Jersey Drive,FALSE,6.9,7,en
280,FALSE,0,109560,tt0117169,"Allegedly based on a true story, this film follows the life of Toshi, a Japanese man living in America and working with the New York City police. After being recommended for undercover work, Toshi decides to go after a gang lead by Hawk. Hawk and Toshi soon become friends, although Hawk's second-in-command, Tito, is suspicious of the newcomer. Will Toshi be able to bring the gang down, or will his cover be blown before he can finish the assignment?",0.004537,14/08/1993,0,93,Released,The toughest city in the world deserves the toughest cop.,New York Cop,FALSE,0,0,en
281,FALSE,4800000,56428,tt0106402,An experiment gone awry places a neurologist (Elizabeth Hurley) and a homicide detective (Craig Fairbrass) in a psychopath's (Keith Allen) nightmarish world.,0.426952,22/04/1994,0,89,Released,Psychological Terror Beyond Your Wildest Nightmares,Beyond Bedlam,FALSE,4,4,en
282,FALSE,0,63105,tt0113948,"It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination.",1.466491,26/09/1995,0,83,Released,The Future Just Got Darker,Nemesis 2 - Nebula,FALSE,4.6,10,en
283,FALSE,0,131957,tt0110671,"Laura San Giacomo stars in this sexy comedy about adultery. When Nina's (San Giacomo) husband goes out of town for several weeks on a business trip, Nina hooks up with a photographer. Told from a reporter's point of view, his interviews with Nina and the photographer provide comic insights. Stars Laura San Giacomo, Paul Rhys, Michael O'Keefe, Fisher Stevens and more.",0.769522,03/03/1995,0,100,Released,Sometimes you have to break your vow to keep your promise.,Nina Takes a Lover,FALSE,7.4,4,en
284,FALSE,34000000,241,tt0110632,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,11.226856,25/08/1994,50282766,119,Released,The Media Made Them Superstars.,Natural Born Killers,FALSE,6.9,927,en
285,FALSE,0,9058,tt0110737,"A childhood incident has convinced Faith Corvatch that her true love is a guy named ""Damon Bradley,"" but she has yet to meet him. Preparing to settle down and marry a foot doctor, Faith impulsively flies to Venice when it seems that she may be able to finally encounter the man of her dreams. Instead, she meets the charming Peter Wright. But can they fall in love if she still believes that she is intended to be with someone else?",4.936761,17/09/1994,0,115,Released,A love story written in the stars.,Only You,FALSE,6.4,92,en
286,FALSE,0,527,tt0110729,"A drama about a Maori family lving in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",4.025276,02/09/1994,2201126,99,Released,"A family in crisis, a life in chaos... Nothing is more powerful than a mother's love.",Once Were Warriors,FALSE,7.6,106,en
287,FALSE,0,18220,tt0114151,"A young and naive college art student becomes obsessed with assuming the identity and personality of a departed coed who used to live in her room, and in so doing causes complications that result in two men, a student and her art professor, lusting after her.",6.448039,16/01/1996,0,106,Released,Passion. Seduction. Betrayal. Lily wanted to be just like Ivy.,Poison Ivy II: Lily,FALSE,4.6,32,en
288,FALSE,50000000,6950,tt0114069,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",13.676444,10/03/1995,189859560,127,Released,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,Outbreak,FALSE,6.4,522,en
289,FALSE,16000000,101,tt0110413,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",20.477329,14/09/1994,45284974,110,Released,"If you want a job done well, hire a professional.",Leon: The Professional,FALSE,8.2,4293,fr
290,FALSE,11000000,63020,tt0114113,"In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",1.433544,12/05/1995,2832826,113,Released,"On the way to finding a family, she found love.",The Perez Family,FALSE,6.6,9,en
291,FALSE,0,2307,tt0114210,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie. Written by Brian Whiting",0.463307,28/04/1995,0,94,Released,,A Pyromaniac's Love Story,FALSE,7,2,en
292,FALSE,8000000,680,tt0110912,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",140.950236,10/09/1994,213928762,154,Released,Just because you are a character doesn't mean you have character.,Pulp Fiction,FALSE,8.3,8670,en
293,FALSE,0,41478,tt0114084,Panther is a semi-historic film about the origins of The Black Panther Party for Self-Defense. The movie spans about 3 years (1966-68) of the Black Panther's history in Oakland. Panther also uses historical footage (B/W) to emphasize some points.,7.160149,10/11/1995,6834525,124,Released,The People Called Them Heroes. The F.B.I. Called Them Public Enemy Number One.,Panther,FALSE,6.4,6,en
294,FALSE,400000,25296,tt0105652,"The story is about an elderly Chinese tai chi chuan teacher and grandfather who emigrates from Beijing to live with his son, American daughter-in-law, and grandson in a New York City suburb. The grandfather is increasingly distanced from the family as a ""fish out of water"" in Western culture.",1.638622,01/02/1992,152322,105,Released,,Pushing Hands,FALSE,6.1,9,zh
295,FALSE,0,40156,tt0110889,"Father Greg Pilkington (Linus Roache) is torn between his call as a conservative Catholic priest and his secret life as a homosexual with a gay lover, frowned upon by the Church. Upon hearing the confession of a young girl of her incestuous father, Greg enters an intensely emotional spiritual struggle deciding between choosing morals over religion and one life over another.",1.881932,01/01/1994,4176932,98,Released,"In a world of rituals, in a place of secrets, a man must choose between keeping the faith and exposing the truth.",Priest,FALSE,6.4,32,en
296,FALSE,0,11450,tt0110932,Quiz Show is a 1994 American historical drama film which tells the true story of the Twenty One quiz show scandal of the 1950s.,7.772505,16/09/1994,0,133,Released,Fifty million people watched but no one saw a thing.,Quiz Show,FALSE,7.1,262,en
297,FALSE,0,30304,tt0114129,"Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life.",1.296912,05/05/1995,0,94,Released,,Picture Bride,FALSE,7.4,5,en
298,FALSE,0,10452,tt0110963,"The night of August 24, 1572, is known as the Massacre of St. Bartholomew. In France a religious war is raging. In order to impose peace a forced wedding is arranged between Margot de Valois, sister of the immature Catholic King Charles IX, and the Hugenot King Henri of Navarre. Catherine of Medici maintains her behind-the-scenes power by ordering assaults, poisonings, and instigations to incest.",4.405405,13/05/1994,0,162,Released,,Queen Margot,FALSE,7,67,fr
299,FALSE,32000000,12106,tt0114214,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",7.54701,09/02/1995,18552460,107,Released,Think you are quick enough?,The Quick and the Dead,FALSE,6.2,431,en
300,FALSE,22000000,161495,tt0114296,,3.395867,01/03/1995,12400000,108,Released,,Roommates,FALSE,6.4,7,sv
301,FALSE,15000000,3586,tt0110907,"Paris Fashion Week draws the usual bunch of people; designers, reporters, models, magazine editors, photographers. Follows the various storylines of these characters, centering around a murder investigation of a prominent fashion figure. Features an all-star cast.",6.259433,23/12/1994,11300653,133,Released,"At the world's hottest fashion show, there's been a murder and now everyone's a suspect. If you've got something to hide, you'll need something to wear.",Prêt-à-Porter,FALSE,5.3,33,en
302,FALSE,0,110,tt0111495,Red This is the third film from the trilogy by Kieślowski. “Red” meaning brotherliness. Here Kieślowski masterly tells strange coincidentally linked stories in the most packed work.,7.832755,27/05/1994,0,99,Released,,Three Colors: Red,FALSE,7.8,246,fr
303,FALSE,0,108,tt0108394,A woman struggles to find a way to live her life after the death of her husband and child.,8.843517,10/01/1993,0,98,Released,,Three Colors: Blue,FALSE,7.7,311,fr
304,FALSE,0,109,tt0111507,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikolah to smuggle him back to their homeland.",6.5898,26/01/1994,0,91,Released,,Three Colors: White,FALSE,7.3,218,fr
305,FALSE,0,159185,tt0110769,"A woman inherits her father's fireworks factory, as he had no son. The business does well and everything works in an orderly fashion until one day, an itinerant painter is hired to decorate the doors and vases at the factory. The woman, forbidden to marry and thereby involve outsiders in the factory ownership, finds herself drawn to the headstrong painter. When they fall in love, the situation throws her entire life into disarray",0.078257,14/10/1994,0,111,Released,,"Red Firecracker, Green Firecracker",FALSE,7,2,zh
306,FALSE,0,36357,tt0114268,"Harry Habert, owner of a rent office has an original idea: To rent babies from a nearby orphanage to the local families. He rents the Ward brothers to his first customers...",1.155255,01/01/1995,0,85,Released,,Rent-a-Kid,FALSE,5.1,15,en
307,FALSE,0,92769,tt0110965,"Linda and Peter Pratman's son Adam is autistic, but they still love him and hope that he'll at least start talking some day. However he's teased and abused by the kids of the neighborhood and his grandpa . When several people around Adam die an unexpected death, his parents start to suspect Adam - is he just simulating to be so ignorant about his environment?",0.499601,03/10/1995,0,90,Released,Trusting your children can be deadly.,Relative Fear,FALSE,4.7,3,en
308,FALSE,0,28033,tt0114571,"Stuart Smalley, the Saturday Night Live character, comes to the big screen. Stuart, the disciple of the 12 step program, is challenged by lifes injustices.",1.390885,12/04/1995,0,95,Released,,Stuart Saves His Family,FALSE,5,6,en
309,FALSE,35000000,22586,tt0111333,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",8.910462,18/11/1994,9771658,89,Released,An enchanting classic destined to capture your heart and free your spirit.,The Swan Princess,FALSE,6.5,251,en
310,FALSE,0,14334,tt0111112,"10-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie - a seal who can turn into a human. Years earlier, her baby brother was washed out to sea and never seen again, so when Fiona spies a naked little boy on the abandoned Isle of Roan Inish, she is compelled to investigate..",1.750481,01/01/1994,0,97,Released,Between land and sea there is a place where myths are real.,The Secret of Roan Inish,FALSE,6.1,15,en
311,FALSE,45000000,2636,tt0111255,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",10.388183,07/10/1994,170362582,110,Released,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.,The Specialist,FALSE,5.5,317,en
312,FALSE,55000000,2164,tt0111282,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",13.328924,27/10/1994,196567262,121,Released,It will take you a million light years from home. But will it bring you back?,Stargate,FALSE,6.8,942,en
313,FALSE,22000000,11395,tt0111070,"Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.",9.665424,10/11/1994,189833357,97,Released,What if your dad was Santa Claus?,The Santa Clause,FALSE,6.3,501,en
314,FALSE,25000000,278,tt0111161,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",51.645403,23/09/1994,28341469,142,Released,Fear can hold you prisoner. Hope can set you free.,The Shawshank Redemption,FALSE,8.5,8358,en
315,FALSE,0,9905,tt0111149,Three friends discover their new flatmate dead but loaded with cash.,8.223026,22/12/1994,0,92,Released,The award winning thriller that'll bury you with laughs.,Shallow Grave,FALSE,7,247,en
316,FALSE,0,87078,tt0108260,"Brothers Vincent (rich) and Clay (poor) meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, who thinks his life is taking a turn for the better, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones?",1.298224,14/09/1993,102780,96,Released,A thriller where nothing is black and white.,Suture,FALSE,6,7,en
317,FALSE,0,12527,tt0106966,"Havana, Cuba, 1979. Flamboyantly gay artist Diego (Jorge Perugorría) attempts to seduce the straight and strait-laced David, an idealistic young communist, and fails dismally. But David conspires to become friends with Diego so he can monitor the artist's subversive life for the state. As Diego and David discuss politics, individuality and personal expression in Castro's Cuba, a genuine friendship develops between the two. But can it last? Strawberry and Chocolate became an instant hit when it was released, and has become a classic of Cuban cinema due to its charming and authentic exploration of a connection between two people under historical circumstances that seem levelled against them.",1.777197,01/01/1993,0,108,Released,,Strawberry and Chocolate,FALSE,7.1,16,es
318,FALSE,0,20306,tt0114594,"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",5.869261,10/09/1994,0,101,Released,Life is not a movie,Swimming with Sharks,FALSE,6.7,104,en
319,FALSE,32,36614,tt0111309,"""The Sum of Us"" is an Aussie story about a father and a son both searching for love and sharing an unconventional bond. Harry, the father, is the caring and open-minded ""mate"" that borders on annoyance. His son Jeff unsuccessfully searches for love, with the unwanted guidance of his father.",1.407427,12/07/1994,0,100,Released,We're all just . . . The Sum of Us.,The Sum of Us,FALSE,6,21,en
320,FALSE,0,27993,tt0113936,"While on detention, a group of misfits and slackers have to write a letter to the President explaining what is wrong with the education system. There is only one problem, the President loves it! Hence, the group must travel to Washington to meet the Main Man.",5.05806,08/09/1995,0,91,Released,Stupid tricks. Outrageous chaos. Total destruction. They're taking it on the road.,Senior Trip,FALSE,5.7,23,en
321,FALSE,0,31439,tt0110081,Fugui and Jiazhen endure tumultuous events in China as their personal fortunes move from wealthy landownership to peasantry.,5.260627,30/06/1994,0,125,Released,,To Live,FALSE,7.7,62,zh
322,FALSE,25000000,9067,tt0114614,"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.",7.602087,31/03/1995,4064495,98,Released,"In 2033, justice rides a tank and wears lip gloss.",Tank Girl,FALSE,5.5,140,en
323,FALSE,0,9059,tt0114608,A man on the run is hunted by a demon known as the Collector.,9.455342,13/01/1995,0,92,Released,Ready for your deadtime story?,Tales from the Crypt: Demon Knight,FALSE,6.7,96,en
324,FALSE,38000000,193,tt0111280,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,8.105708,17/11/1994,120000000,118,Released,Boldly go.,Star Trek: Generations,FALSE,6.4,461,en
325,FALSE,6000000,25066,tt0114609,A strange funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,2.86007,24/05/1995,12000000,98,Released,Chill or be Chilled,Tales from the Hood,FALSE,5.4,33,en
326,FALSE,0,46797,tt0111454,"The story of the marriage of the poet TS Eliot to socialite Vivienne Haigh-Wood, which had to cope with her gynaeological and emotional problems and his growing fame.",0.704204,15/04/1994,0,115,Released,"For better, for worse, forever.",Tom & Viv,FALSE,5.8,8,en
327,FALSE,0,12122,tt0114852,"An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the ""parents"" long to realize that the kids are not human or humane.",6.529879,28/04/1995,0,99,Released,Beware the Children,Village of the Damned,FALSE,5.6,165,en
328,FALSE,0,11381,tt0114694,"Party animal Tommy Callahan is a few cans short of a six-pack. But when the family business starts tanking, it's up to Tommy and number-cruncher Richard Hayden to save the day.",11.971318,31/03/1995,32648673,97,Released,"If at first you don't succeed, lower your standards.",Tommy Boy,FALSE,6.8,321,en
329,FALSE,0,32636,tt0111590,"An uninterrupted rehersal of Chekhov's ""Uncle Vanya"" played out by a company of actors. The setting is their run down theater with an unusable stage and crumbling ceiling. The play is shown act by act with the briefest of breaks to move props or for refreshments. The lack of costumes, real props and scenery is soon forgotten.",7.039846,13/09/1994,0,119,Released,,Vanya on 42nd Street,FALSE,6.1,15,en
330,FALSE,6500000,36141,tt0114788,"Michael Chambers has come home to Austin, Texas. To the mother who's starting a new life and the brother driven by old jealousies. To the places he remembers and the memories he can't forget. And to Rachel, the woman he married and then betrayed with his passion for gambling. Now she's together with Tommy Dundee, a man no one trifles with. He takes care of her in a way Michael never could, but there's a price for his attention and Rachel knows this. And when Michael devises a plan to get Rachel out from under Tommy's control, they become entangled in a web of intrigue, danger and desire from which no one escapes unscathed.",2.059771,28/04/1995,0,99,Released,"For passion, betrayal and murder... there's still no place like home.",The Underneath,FALSE,5.6,15,en
331,FALSE,0,95963,tt0114888,"Five young marines on a suicide mission in Vietnam, struggle for survival in a jungle minefield. The mean streets of home did not prepare them for this.",0.620873,24/02/1995,0,88,Released,Surviving the streets was just a rehearsal.,The Walking Dead,FALSE,6.6,4,en
332,FALSE,11000000,1587,tt0108550,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",10.3919,17/12/1993,10032765,118,Released,A film about the love you find...In the last place you look.,What's Eating Gilbert Grape,FALSE,7.5,943,en
333,FALSE,30000000,9271,tt0114857,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him.",5.188399,04/08/1995,24048000,106,Released,Justice needs a new program.,Virtuosity,FALSE,5.4,163,en
334,FALSE,17000000,2064,tt0114924,"A love story built on a misunderstanding. A transit worker pulls commuter Peter off the tracks after he's mugged. But while he's in a coma, his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",15.783615,21/04/1995,182057016,103,Released,A story about love at second sight.,While You Were Sleeping,FALSE,6.5,340,en
335,FALSE,0,19855,tt0111667,The son of a Vietnam War Veteran must deal with neighborhood bullies as well as his dad's post-traumatic stress disorder while growing up in the deep south in the 1970's.,3.908596,04/11/1994,0,126,Released,,The War,FALSE,6.3,39,en
336,FALSE,0,60855,tt0109655,"Jade Li is a feisty, 20-something Chinese Canadian, trying to achieve that happy medium between giving in to her parent's wishes and fulfilling her own needs and desires - double happiness. Naturally, something's got to give and when love beckons in the shape of Mark, a white university student, the facade of the perfect Chinese daughter begins to slip.",0.372239,07/09/1994,759393,87,Released,You've got one life to live. What's it gonna be?,Double Happiness,FALSE,5.5,2,en
337,FALSE,3000000,236,tt0110598,"Muriel’s Wedding is P.J. Hogan’s film debut. A humorous emancipation story of an unemployed woman who evolves from a dreamer into a self sustaining successful woman. An amusing comedy that’s funny, silly, angry and serious.",5.254847,29/09/1994,15119639,106,Released,Success is the best revenge.,Muriel's Wedding,FALSE,6.9,104,en
